"user_id_str","id_str","followers_count","lang","location","PLSC508","lat","lng","country","state"
375335044,447391664819433472,564,"en","Dreamland 64",4,NA,NA,NA,NA
63571508,444532862822256640,115,"en","Austin MN",3,NA,NA,NA,NA
35019906,446756997338128384,8789,"en","Chicago IL",8,NA,NA,NA,NA
129030683,449428340815187968,1885,"en","Springfield Mass",20,NA,NA,NA,NA
887145463,455550301815062528,5171,"en","San Diego CA",10,NA,NA,NA,NA
326313642,456166944690159616,1037,"en","Minnesota",38,NA,NA,NA,NA
857264618,439102390533234688,403,"en","",6,NA,NA,NA,NA
136476722,431849039017951232,2558,"en","Salish Sea",1,NA,NA,NA,NA
302182986,454677846603350016,773,"en","Washington DC",53,NA,NA,NA,NA
5611932,431850650993840128,14033,"en","Berkeley CA",1,NA,NA,NA,NA
2312982096,438438453370298368,247,"en","Santa Fe NM",4,NA,NA,NA,NA
235708122,455393386447384576,2428,"en","",162,NA,NA,NA,NA
1209585199,431856954227822592,4298,"en","",1,NA,NA,NA,NA
15509351,431850287418966016,349,"en","Somewhere in Southern CA",1,NA,NA,NA,NA
85616770,431857009474805760,6068,"en","New York NY",1,NA,NA,NA,NA
56480556,441386694248366080,2088,"en","WASHINGTON D.C.",2,NA,NA,NA,NA
2182766072,431849499409907712,606,"en","",1,NA,NA,NA,NA
55105501,439120982419468288,74,"en","",3,NA,NA,NA,NA
23534104,453247845160992768,28101,"en","Washington DC",4,NA,NA,NA,NA
121557564,431855401294757888,1455,"en","USA",1,NA,NA,NA,NA
428758444,431849403389726720,312,"en","Columbia MO",1,NA,NA,NA,NA
914988511,431851191975178240,704,"en","Goblins Forest \xf0\x9f\x92\x9a",1,NA,NA,NA,NA
112857411,451383350209433600,2633,"en","",14,NA,NA,NA,NA
968484678,448422363084763136,245,"en","",3,NA,NA,NA,NA
1615189207,456166944509796352,1300,"en","Minnesota",27,NA,NA,NA,NA
2255526913,435611445934305280,620,"en","",31,NA,NA,NA,NA
2155242431,451568472347000832,2665,"en","",53,NA,NA,NA,NA
49091628,448234934361391104,12274,"en","WashingtonDC",6,NA,NA,NA,NA
520344647,449620749637402624,741,"en","Boston Massachusetts USA",3,NA,NA,NA,NA
121158213,441686550397452288,188762,"en","",2,NA,NA,NA,NA
108459651,450776812449062912,640,"en","Florida - Michigan",2,NA,NA,NA,NA
2226624403,444052721046286336,30,"en","",3,NA,NA,NA,NA
16304262,453549753910165504,538,"en","Boston",2,NA,NA,NA,NA
418818087,448890146469863424,1107,"en","Olivebridge NY",14,NA,NA,NA,NA
369700665,451438521710952448,5514,"en","Bluesland",10,NA,NA,NA,NA
465123413,451818367515897856,15005,"en","Washington D.C.",5,NA,NA,NA,NA
157075462,451790514539741184,480,"en","United States",76,NA,NA,NA,NA
2194458254,455405400737988608,345,"en","",26,NA,NA,NA,NA
259324336,444164109743816704,4380,"en","Minnesota",16,NA,NA,NA,NA
128450643,456155737266208768,458,"en","",26,NA,NA,NA,NA
260724365,451091964797005824,5400,"en","National City Ca (San Diego)",6,NA,NA,NA,NA
539699081,454768069999489024,7639,"en","Chicago",87,NA,NA,NA,NA
613051284,446785538407034880,633,"en","America",3,NA,NA,NA,NA
31305822,437615649162932224,1906,"en","Granite City IL",5,NA,NA,NA,NA
135360858,431879407657971712,63,"en","USA",1,NA,NA,NA,NA
467709390,454729858468564992,5654,"en","Mont\xc3\xa9r\xc3\xa9gie Qc",10,NA,NA,NA,NA
250364700,431876455988207616,121,"en","",1,NA,NA,NA,NA
2291472870,431880729971003392,443,"en","San Diego CA",1,NA,NA,NA,NA
102785642,454010628256968704,388,"en","",3,NA,NA,NA,NA
414252029,449224114922725376,1370,"en","Dustbowlie plains or Ogunquit?",5,NA,NA,NA,NA
294559888,455638174531059712,1446,"en","Florida USA",21,NA,NA,NA,NA
1702725241,435486991518429184,656,"en","",14,NA,NA,NA,NA
328053246,439459186334638080,3353,"en","Ohio",6,NA,NA,NA,NA
42732276,438410544416972800,133,"en","USA",2,NA,NA,NA,NA
255506881,455751451898175488,3358,"en","West Virginia",8,NA,NA,NA,NA
47695812,445983592532176896,280,"en","Henderson KY USA",2,NA,NA,NA,NA
12919082,451005503146303488,4154,"en","Washington DC",4,NA,NA,NA,NA
245513775,431875806818619392,892,"en","Nashville TN",1,NA,NA,NA,NA
232025856,431880639126597632,314,"en","Planet Earth",1,NA,NA,NA,NA
44537636,454423019738243072,4634,"en","LA California",16,NA,NA,NA,NA
82734362,446671506429329408,1386,"en","Oak Harbor WA",6,NA,NA,NA,NA
284720781,455708466624348160,1943,"en","Check out my blog at",72,NA,NA,NA,NA
1463074633,450149108028686336,201,"en","",6,NA,NA,NA,NA
60987536,443739522845925376,5203,"en","Washington D.C.",6,NA,NA,NA,NA
24585143,431880102612201472,411,"en","Blue Voter in a PURPLE state!",1,NA,NA,NA,NA
511081531,454039096277479424,3336,"en","Brigadoon",28,NA,NA,NA,NA
188055481,455087607471300608,27227,"en","The world",29,NA,NA,NA,NA
171097754,451735857628577792,935,"en","BillingsMontanaUSA",5,NA,NA,NA,NA
2192016466,453225097101578240,255,"en","",45,NA,NA,NA,NA
34676481,431885963967889408,3128,"en","Asheville NC",1,NA,NA,NA,NA
62362504,431892503566884864,52,"en","Tacoma Washington",1,NA,NA,NA,NA
1164487040,452593077648384000,935,"en","",5,NA,NA,NA,NA
2282990761,452080146640814080,1750,"en","",75,NA,NA,NA,NA
355458302,431889902855155712,10046,"en","Boston MA",1,NA,NA,NA,NA
847073700,431888284986261504,45132,"en","KwaZulu South Africa",1,NA,NA,NA,NA
365596481,433352516110020608,9607,"en","Lexington Kentucky",5,NA,NA,NA,NA
417583641,431892262834810880,106,"en","College Station TX",1,NA,NA,NA,NA
2252983828,451483283164262400,675,"en","",6,NA,NA,NA,NA
1912572834,451466836949733376,796,"en","Iowa",4,NA,NA,NA,NA
117476097,451432921740869632,3585,"en","Im in your dreams baby!!! ",13,NA,NA,NA,NA
289076554,431887161332604928,2831,"en","Celestial Temple",1,NA,NA,NA,NA
535666682,448868899824488448,775,"en","Henderson NV",5,NA,NA,NA,NA
380664031,452377897580236800,11879,"en","",8,NA,NA,NA,NA
21709728,444137174553096192,224,"en","Woodside NY",6,NA,NA,NA,NA
377350150,450747791292502016,7582,"en","",8,NA,NA,NA,NA
1888217911,456048433871085568,10109,"en","Texas",3,NA,NA,NA,NA
16185068,442085004097904640,201,"en","Noank CT",3,NA,NA,NA,NA
14410699,431890742143766528,2516,"en","Columbus OH",1,NA,NA,NA,NA
194355896,448180500272652288,59092,"en","Colorado and Montana",6,NA,NA,NA,NA
21327536,446056137926774784,11217,"en","Madison Wisconsin USA",19,NA,NA,NA,NA
81107707,431894840620486656,78,"en","Copenhagen (Denmark)",1,NA,NA,NA,NA
89621202,454028828361252864,2282,"en","IL ",37,NA,NA,NA,NA
37606422,431893102639329280,1770,"en","Brooklyn NY",1,NA,NA,NA,NA
2174361522,456053473050902528,912,"en","",217,NA,NA,NA,NA
81498932,449197961172746240,188,"en","",20,NA,NA,NA,NA
945994764,431901539167260672,499,"en","TEXAS",18,NA,NA,NA,NA
904913383,452900401671860224,3420,"en","United States",9,NA,NA,NA,NA
26278305,431901448649990144,51862,"en","Phoenix - 85020",1,NA,NA,NA,NA
2225632952,436345269521612800,542,"en","",32,NA,NA,NA,NA
205958156,448194135690715136,112,"en","Arizona",2,NA,NA,NA,NA
267394734,436627868433780736,1708,"en","Creighton University-Omaha NE",3,NA,NA,NA,NA
32456856,452318604990500864,1030,"en","",3,NA,NA,NA,NA
14695985,454712857263763456,248572,"en","U.S. Canada Puerto Rico",45,NA,NA,NA,NA
91048272,443411183299620864,493,"en","Des Moines",3,NA,NA,NA,NA
1077047971,431910697622970368,821,"en","",1,NA,NA,NA,NA
206890717,431902672224927744,102,"en","",1,NA,NA,NA,NA
119426930,454298043265720320,318,"en","Chicago IL",53,NA,NA,NA,NA
276879613,438847013682438144,752,"en","",9,NA,NA,NA,NA
279783087,454961455054721024,4926,"en","Jacksonville Florida",7,NA,NA,NA,NA
2252739752,434814447043887104,47,"en","Toronto",3,NA,NA,NA,NA
397767270,434064992821051392,4500,"en","",4,NA,NA,NA,NA
287469883,455189452269178880,5333,"en","0hio",18,NA,NA,NA,NA
2302702209,436268977673605120,1044,"en","",52,NA,NA,NA,NA
719051460,452258853925552128,4946,"en","Michigan",11,NA,NA,NA,NA
190000610,441590127660261376,68,"en","",2,NA,NA,NA,NA
110799048,447146775971786752,8698,"en","So. CA",5,NA,NA,NA,NA
423758653,431918993457549312,3932,"en","Oakland CA",2,NA,NA,NA,NA
146510273,436241093567328256,93,"en","Santa Cruz CA",3,NA,NA,NA,NA
15984808,434568351033982976,211,"en","Rockwood Bakery Spokane WA on the day of my last Cancer treatment.",2,NA,NA,NA,NA
450266680,451461219455496192,12037,"en","Middle of nowhere",7,NA,NA,NA,NA
380703912,454003732070420480,5240,"en","Cotati Ca.",28,NA,NA,NA,NA
503849545,448592889732665344,61,"en","",2,NA,NA,NA,NA
853565910,445929493308645376,10080,"en","North Carolina",11,NA,NA,NA,NA
926644710,431919300765831168,713,"en","Hidden Leaf Village",1,NA,NA,NA,NA
762435337,454003681927913472,3653,"en","Lovely St.Johns RiverFlorida",15,NA,NA,NA,NA
2303923430,436267768736784384,1001,"en","",53,NA,NA,NA,NA
48098530,439432617343991808,4939,"en","The Evergreen State",4,NA,NA,NA,NA
503530498,446384927937159168,491,"en","",2,NA,NA,NA,NA
355470606,455502468424536064,12892,"en","Nutley New Jersey",42,NA,NA,NA,NA
603784190,448895102811787264,698,"en","",8,NA,NA,NA,NA
23452675,439063553027211264,1625,"en","Kalamazoo Michigan",2,NA,NA,NA,NA
60753166,443947302361640960,83,"en","Annapolis MD",2,NA,NA,NA,NA
16021340,451790166642798592,2960,"en","Thornton  Colorado",7,NA,NA,NA,NA
75052666,454003903487836160,170692,"en","New York NY",31,NA,NA,NA,NA
519125942,444547086369845248,135,"en","Phoenix AZ. A dry heat!",4,NA,NA,NA,NA
48089815,454635418000973824,1440,"en","St. Paul MN",30,NA,NA,NA,NA
2275531998,436267134067277824,916,"en","",52,NA,NA,NA,NA
564903173,449012161533079552,330,"en","On A Blue Soap Box",7,NA,NA,NA,NA
2331266245,451815525861957632,1703,"en","",82,NA,NA,NA,NA
594917956,454652766452199424,820,"en","Chicago IL",2,NA,NA,NA,NA
595684176,454097967369441280,2740,"en","Morris County NJ",20,NA,NA,NA,NA
2168215239,433684173807558656,304,"en","Oneonta NY",2,NA,NA,NA,NA
273587066,431925043262541824,47,"en","Where in the world am I?",1,NA,NA,NA,NA
858921774,454371169274445824,38579,"en","Pennsylvania",12,NA,NA,NA,NA
153558139,452215309639122944,39948,"en","Washington D.C.",31,NA,NA,NA,NA
462351266,456082289873915904,9487,"en","#NJ",39,NA,NA,NA,NA
26478351,454713932385484800,3408,"en","Independent & great minds only",35,NA,NA,NA,NA
452190184,431935959069114368,941,"en","Richmond Virginia",1,NA,NA,NA,NA
1365434419,444576461291544576,316,"en","San Diego",3,NA,NA,NA,NA
36671076,443783060442451968,1889,"en","Malta NY ",5,NA,NA,NA,NA
27532984,450324986167717888,47475,"en","San Diego CA",6,NA,NA,NA,NA
1670920885,431933583230767104,1497,"en","Toronto Ontario",1,NA,NA,NA,NA
15985661,431930390920445952,1899,"en","Floyd County Iowa",1,NA,NA,NA,NA
18793488,456149027562586112,1567,"en","Goodyear AZ",6,NA,NA,NA,NA
148237540,450625195431055360,2694,"en","Standing with the Constitution",2,NA,NA,NA,NA
2293377156,455756605913858048,3111,"en","Athens Georgia",13,NA,NA,NA,NA
51522136,454791142840610816,3951,"en","",15,NA,NA,NA,NA
46792744,456166603441176576,184,"en","",4,NA,NA,NA,NA
2165900536,451565237255163904,1133,"en","",49,NA,NA,NA,NA
263786081,441255911600820224,1466,"en","Madison Wisconsin",4,NA,NA,NA,NA
16269068,453569389950795776,2528,"en","Highland Park NJ",4,NA,NA,NA,NA
622879700,431943547374153728,207,"en","Greater Toronto Area",1,NA,NA,NA,NA
21547749,453264198009487360,285,"en","metro Detroit Michigan",3,NA,NA,NA,NA
2323065984,454062804622798848,385,"en","",5,NA,NA,NA,NA
100684439,442901853375062016,237,"en","AZ",2,NA,NA,NA,NA
1849457000,432365877871128576,517,"en","",4,NA,NA,NA,NA
36594013,431947982498312192,153,"en","Las Vegas Nevada",1,NA,NA,NA,NA
846434964,446783126484705280,158,"en","",3,NA,NA,NA,NA
17040274,453490893853425664,1802,"en","Wisconsin",6,NA,NA,NA,NA
801641586,438400785068875776,183,"en","",2,NA,NA,NA,NA
224911283,454376749304782848,2913,"en","#rochmn",70,NA,NA,NA,NA
855020821,451536619816755200,355,"en","Here there and everywhere",2,NA,NA,NA,NA
111732948,453589257567752192,1036,"en","Missouri",11,NA,NA,NA,NA
88841924,431956921914888192,2632,"en","California USA",1,NA,NA,NA,NA
270688134,451392457322672128,355,"en","A myth left from the ghetto.",3,NA,NA,NA,NA
172141399,455391277455249408,1740,"en","Washington DC",33,NA,NA,NA,NA
598355535,444187305809428480,99,"en","",6,NA,NA,NA,NA
365665986,431951733041168384,234,"en","Lexington KY",1,NA,NA,NA,NA
508186010,431975822870589440,270,"en","Jacksonville Florida",1,NA,NA,NA,NA
2314880875,436536741105651712,599,"en","Planet Earth",5,NA,NA,NA,NA
484497386,445075246219948032,3881,"en","SacramentoCa",2,NA,NA,NA,NA
2217031350,454345352322093056,411,"en","",46,NA,NA,NA,NA
712353756,439151064156495872,819,"en","Flagler CountyFlorida",6,NA,NA,NA,NA
45707165,431965095006973952,362,"en","San Francisco CA",1,NA,NA,NA,NA
461075151,451912762558386176,1457,"en","United States",4,NA,NA,NA,NA
2151276376,431962564361474048,632,"en","\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xac\xf0\x9f\x87\xad\xf0\x9f\x87\xaf\xf0\x9f\x87\xb2",1,NA,NA,NA,NA
22822556,456117805222354944,3891,"en","Washington State",21,NA,NA,NA,NA
959085427,443787892788572160,445,"en","DMV",2,NA,NA,NA,NA
1625831166,431967627859095552,298,"en","S.W. Missouri",1,NA,NA,NA,NA
562154385,441335718892154880,115,"en","Texas USA",2,NA,NA,NA,NA
1369932848,431977679391563776,1055,"en","Brooklyn",1,NA,NA,NA,NA
1192835660,438123760890048512,1901,"en","Lawrenceville GA",3,NA,NA,NA,NA
497530684,454365858266349568,4472,"en","Atlanta GA",4,NA,NA,NA,NA
731456323,436915564083027968,2635,"en","Earth",3,NA,NA,NA,NA
888224418,431976378062626816,2316,"en","Vancouver Island Canada",1,NA,NA,NA,NA
81842188,455505903639203840,954,"en","Wesley Chapel Florida",6,NA,NA,NA,NA
212603353,440611363329953792,1288,"en","New York NY",3,NA,NA,NA,NA
287275623,443779489613361152,4474,"en","Las Vegas Nevada",3,NA,NA,NA,NA
242748561,453487094649081856,387,"en","Annapolis MD",4,NA,NA,NA,NA
279641330,443578584041787392,485,"en","Venezuela",9,NA,NA,NA,NA
120099329,442428183439495168,2263,"en","Canada",2,NA,NA,NA,NA
67995460,451438137605382144,555,"en","",8,NA,NA,NA,NA
17329251,431983129830518784,407,"en","Woodstock IL",1,NA,NA,NA,NA
617735056,450622937867882496,586,"en","",12,NA,NA,NA,NA
2159252675,436114586488410112,283,"en","",21,NA,NA,NA,NA
921941059,453601309350821888,800,"en","Selinsgrove PA",4,NA,NA,NA,NA
2208095255,436571306453389312,238,"en","",23,NA,NA,NA,NA
1068890678,447696442556436480,694,"en","Bajor",13,NA,NA,NA,NA
100325179,450545618801676288,1879,"en","Bordentown New Jersey",20,NA,NA,NA,NA
880929493,456181403248361472,1861,"en","Richmond B.C.",79,NA,NA,NA,NA
138249331,451712889817415680,1544,"en","USA  ",36,NA,NA,NA,NA
166025625,445973310723981312,821,"en","Owatonna MN",4,NA,NA,NA,NA
1858057208,431982567806337024,1187,"en","Boston MA",1,NA,NA,NA,NA
899960546,431989600358109184,4382,"en","Toronto Ontario",1,NA,NA,NA,NA
24192906,446035168714063872,655,"en","Massachusetts",3,NA,NA,NA,NA
257769190,431984801319362560,134,"en","Fort Collins CO",1,NA,NA,NA,NA
39421255,431983316011876352,101,"en","",1,NA,NA,NA,NA
507860503,436293225762930688,1482,"en","Granite Bay Calif. U.S.",2,NA,NA,NA,NA
154918058,450808558997622784,6067,"en","",8,NA,NA,NA,NA
1704928634,455899880998068224,13804,"en","U.S. South",29,NA,NA,NA,NA
1170428540,441340727344119808,152,"en","Washington DC",3,NA,NA,NA,NA
103247646,455938071796514816,1593,"en","Orange County CA USA",19,NA,NA,NA,NA
43388029,451466241673527296,175,"en","",3,NA,NA,NA,NA
32608975,433691203347832832,49805,"en","Philadelphia PA",2,NA,NA,NA,NA
113394347,449293597905391616,6422,"en","Peoria IL",4,NA,NA,NA,NA
2286036235,438406472188563456,1241,"en","",33,NA,NA,NA,NA
1163770970,432027012367003648,2642,"en","USA",1,NA,NA,NA,NA
930667392,442413999549079552,335,"en","Jacksonville FL",5,NA,NA,NA,NA
33799476,432017087083851776,14989,"en","",1,NA,NA,NA,NA
634981299,455166844677021696,2144,"en","Colorado",54,NA,NA,NA,NA
1152406627,452301121382404096,8537,"en","Maine",8,NA,NA,NA,NA
293127116,435578100999409664,467,"en","",30,NA,NA,NA,NA
1891113277,433624347031662592,747,"en","From Tennessee....Go Titans!",2,NA,NA,NA,NA
149341284,432017873067048960,229,"en","Charles Town WV",1,NA,NA,NA,NA
83852272,432024761334784000,106,"en","Illinois",1,NA,NA,NA,NA
18124830,451450721515610112,37378,"en","Delaware OH",13,NA,NA,NA,NA
152138856,448245987731988480,112,"en","Mpls Minn",2,NA,NA,NA,NA
1349669078,442703328859156480,7729,"en","Ohio USA",9,NA,NA,NA,NA
447382839,432005198974685184,8487,"en","",1,NA,NA,NA,NA
126519825,453615289112875008,8780,"en","California",17,NA,NA,NA,NA
401538109,446814566383882240,4019,"en","Brooklyn NY",18,NA,NA,NA,NA
246310849,454622180282597376,6744,"en","Raleigh NC",32,NA,NA,NA,NA
1465332397,432026632702808064,61,"en","",1,NA,NA,NA,NA
619572621,454977375818612736,10459,"en","So Cal",28,NA,NA,NA,NA
301087887,432005768317923328,5436,"en","Vive La Louisianne",1,NA,NA,NA,NA
41447252,442794835230330880,1993,"en","Gone Entirely Beyond",6,NA,NA,NA,NA
158123632,432017375601246208,5702,"en","HellHadesMictlanTartarus",1,NA,NA,NA,NA
16071141,432024101566181376,294,"en","",1,NA,NA,NA,NA
18556552,432018820971397120,2894,"en","GA/DC",1,NA,NA,NA,NA
464982966,432005490092941312,15572,"en","USA",1,NA,NA,NA,NA
1328451727,432018695196397568,650,"en","Indonesia",1,NA,NA,NA,NA
435512374,434050102517571584,2515,"en","Santa Fe NM",2,NA,NA,NA,NA
2163869886,434064711441588224,1255,"en","Canada",5,NA,NA,NA,NA
1952271979,432054871571714048,402,"en","",18,NA,NA,NA,NA
2168907298,432890806517891072,449,"en","New York",24,NA,NA,NA,NA
1512764498,432586878919782400,860,"en","Newport News VA",2,NA,NA,NA,NA
21281289,455306671414202368,4356,"en","HoustonTx",10,NA,NA,NA,NA
175711368,445025541566255104,1285,"en","",10,NA,NA,NA,NA
146532857,432102808943624192,8354,"en","Horsham England",1,NA,NA,NA,NA
17706907,432364814963593216,2134,"en","Ottawa Canada",2,NA,NA,NA,NA
221672426,456151647790440448,298,"en","Chicago / Illinois",3,NA,NA,NA,NA
22919399,441940554864017408,785,"en","Erie  PA",2,NA,NA,NA,NA
15363308,455975635836751872,29859,"en","Mesquite Texas",22,NA,NA,NA,NA
1448938494,432115386872762368,1067,"en","Harrow UK",1,NA,NA,NA,NA
112031627,453216871525789696,1560,"en","Atlanta GA",30,NA,NA,NA,NA
1354949786,437626096595795968,9411,"en","Hudson Valley NY",2,NA,NA,NA,NA
783046681,452863308454842368,1036,"en","Citizen of The World",8,NA,NA,NA,NA
269110674,439818324902707200,109,"en","",7,NA,NA,NA,NA
24957846,432160226511290368,919,"en","\xc3\x9cT: 33.877127-98.556723",1,NA,NA,NA,NA
21103374,437192158374666240,408,"en","Tampa Florida",4,NA,NA,NA,NA
91808397,452053806528741376,5401,"en","Los Angeles ",27,NA,NA,NA,NA
1930432789,432158944170360832,125,"en","",1,NA,NA,NA,NA
24562963,444143902111461376,1468,"en","North Carolina",2,NA,NA,NA,NA
236571183,448150124519497728,1433,"en","Washington DC",12,NA,NA,NA,NA
227354911,432144241075040256,286,"en","Cardiff Wales",1,NA,NA,NA,NA
1908894290,432143907976396800,68,"en","",1,NA,NA,NA,NA
20564986,432159900525813760,334,"en","Monterey Bay CA",1,NA,NA,NA,NA
755561520,432154708183355392,390,"en","Wicomico County Maryland",1,NA,NA,NA,NA
117643762,444115025574125568,1016,"en","Eureak Springs AR",2,NA,NA,NA,NA
234922535,432156177951391744,3287,"en","",1,NA,NA,NA,NA
2293876877,439168333901225984,481,"en","Seat Pleasant USA",4,NA,NA,NA,NA
2331542024,432138459998740480,66,"en","Houston TX",1,NA,NA,NA,NA
558058097,455144071321772032,5598,"en","Denver ",23,NA,NA,NA,NA
45243327,432161498874802176,1947,"en","Reparations",1,NA,NA,NA,NA
61337388,452250797364219904,675,"en","Iowa",9,NA,NA,NA,NA
29442313,450285049582460928,12659332,"en","Vermont/DC",14,NA,NA,NA,NA
571010261,432161979596156928,1331,"en","",1,NA,NA,NA,NA
2277964195,438757906679214080,83,"en","",5,NA,NA,NA,NA
542962969,432158304236625920,162282,"en","",1,NA,NA,NA,NA
462567554,456166481756049408,3257,"en","Orlando Fl - Boston Mass.",86,NA,NA,NA,NA
799381291,432198310376382464,1468,"en","Elmira NY",1,NA,NA,NA,NA
1278123914,455536834219487232,34948,"en","Michigan USA",115,NA,NA,NA,NA
350018443,449562907626332160,4188,"en","Pittsburgh PA",4,NA,NA,NA,NA
551197114,432169640274309120,519,"en","Undisclosed Location",1,NA,NA,NA,NA
1881598274,454371982759301120,11530,"en","",29,NA,NA,NA,NA
244513563,434836091690950656,330,"en","Lake Superior",2,NA,NA,NA,NA
1637114539,444161635825901568,289,"en","",3,NA,NA,NA,NA
2183959042,456177067735138304,5831,"en","Got $2.5K back from EV rebates",38,NA,NA,NA,NA
253258928,452149901187907584,505,"en","United States",9,NA,NA,NA,NA
229590612,445976565818462208,2063,"en","Spokane Washington",2,NA,NA,NA,NA
71599731,454042047771836416,8600,"en","Washington DC",3,NA,NA,NA,NA
269441846,445396653558611968,5054,"en","Southern California",6,NA,NA,NA,NA
177743349,439381427226812416,1089,"en","Lake Michigan (Holland)",2,NA,NA,NA,NA
1657659517,432185964245839872,2021,"en","McDonough GA",1,NA,NA,NA,NA
278610101,432200758000234496,178,"en","Clarence Iowa",1,NA,NA,NA,NA
760170216,456148101577707520,1133,"en","TacomaWashington",7,NA,NA,NA,NA
39002005,447465069379481600,163,"en","",7,NA,NA,NA,NA
236639474,449202327342178304,12118,"en","Tucson Arizona",3,NA,NA,NA,NA
1228187149,432201264781217792,281,"en","",1,NA,NA,NA,NA
189416201,432197675828535296,431,"en","wonderland",1,NA,NA,NA,NA
21156659,452511278070657024,29993,"en","The Great State of Iowa",12,NA,NA,NA,NA
21707139,452456093956861952,5768,"en","USA",8,NA,NA,NA,NA
54386616,432408205512417280,2657,"en","#RVA #MilkyWay ",2,NA,NA,NA,NA
20073434,453203549661298688,6500,"en","Washington D.C.",16,NA,NA,NA,NA
79213656,432199176945152000,3008,"en","Rockville Maryland",1,NA,NA,NA,NA
1559386724,432194541991362560,5036,"en","Texas USA",1,NA,NA,NA,NA
1591058095,432172238817615872,456,"en","Boone County KY",1,NA,NA,NA,NA
1546517810,432200064929255424,2587,"en","6.25.13",1,NA,NA,NA,NA
462205941,451517911103193088,4142,"en","Clair Mel City Florida",2,NA,NA,NA,NA
267494239,432199521251381248,463,"en","Durham NC",1,NA,NA,NA,NA
126064181,440965464596819968,216,"en","EVERYWHERE",10,NA,NA,NA,NA
72627338,454371572086603776,963,"en","Federal Way WA",9,NA,NA,NA,NA
50652224,447388040127074304,9244,"en","Charlotte North Carolina",4,NA,NA,NA,NA
80889184,437584749545410560,1927,"en","Toronto Ontario Canada",4,NA,NA,NA,NA
983714660,433150323197100032,71,"en","",6,NA,NA,NA,NA
55091965,432222342664966144,677,"en","Kinnelon NJ",1,NA,NA,NA,NA
15976044,451776458361298944,1552,"en","Winnemucca NV USA",6,NA,NA,NA,NA
16190478,436554850432585728,40193,"en","Republic of House",4,NA,NA,NA,NA
2269883939,438772437971636224,927,"en","",15,NA,NA,NA,NA
64783208,432223135577157632,615,"en","WorldWide",1,NA,NA,NA,NA
977432202,447163517892698112,9376,"en","Washington USA",7,NA,NA,NA,NA
248093041,455168701416091648,11143,"en","Tampa Florida",11,NA,NA,NA,NA
860519095,436614341094567936,168,"en","",3,NA,NA,NA,NA
248719612,441748325495078912,4170,"en","New Haven CT",3,NA,NA,NA,NA
574075165,451444922365661184,886,"en","",9,NA,NA,NA,NA
381504438,448930985523286016,454,"en","Greensboro NC",9,NA,NA,NA,NA
266945066,446401191614771200,7851,"en","Coastal OR",9,NA,NA,NA,NA
62052712,432212887155642368,111,"en","Olympic Peninsula Washington",1,NA,NA,NA,NA
2282847538,455496834027638784,860,"en","",24,NA,NA,NA,NA
462673299,453253129555824640,1459,"en","Seattle",8,NA,NA,NA,NA
119955567,432221954519486464,3308,"en","Washington",1,NA,NA,NA,NA
360006379,432218469887926272,347,"en","Emory University ",1,NA,NA,NA,NA
1097173861,432215027702329344,2587,"en","USA",1,NA,NA,NA,NA
20532568,432214287252062208,3160,"en","United States",1,NA,NA,NA,NA
18607498,432227984812941312,713,"en","Medical Lake WA",1,NA,NA,NA,NA
27992298,432203995550330880,1844,"en","Mad Town WI.",1,NA,NA,NA,NA
1877233567,451326192931450880,250,"en","Northwest Suburbs of Chicago",80,NA,NA,NA,NA
443132161,432225099387645952,69,"en","Houston",1,NA,NA,NA,NA
51066377,432218726805430272,799,"en","CI",1,NA,NA,NA,NA
1532339910,432226931379937280,613,"en","Bellingham WA",1,NA,NA,NA,NA
246088673,451445008231837696,134134,"en","Washington D.C.",29,NA,NA,NA,NA
1833198654,433416959900663808,578,"en","",25,NA,NA,NA,NA
721253845,455766472501903360,57,"en","",10,NA,NA,NA,NA
220765145,432230626519834624,1917,"en","",1,NA,NA,NA,NA
274279272,432239641316818944,155,"en","U.S.",1,NA,NA,NA,NA
2280905420,437365199872724992,449,"en","",40,NA,NA,NA,NA
364462581,432242178321301504,241,"en","",1,NA,NA,NA,NA
40283090,432238469738287104,950,"en","Flint Michigan",1,NA,NA,NA,NA
828013898,454028572961677312,141,"en","Seattle ",10,NA,NA,NA,NA
15992132,454376317287284736,1087,"en","Birmingham AL",10,NA,NA,NA,NA
2151483192,454416514855473152,3663,"en","Baltimore MD",71,NA,NA,NA,NA
1262275483,444243761149644800,1697,"en","Chicago IL",6,NA,NA,NA,NA
55420724,448812483630088192,2659,"en","JFK\xe2\x9c\x88\xef\xb8\x8fMCO\xe2\x9c\x88\xef\xb8\x8fBTV\xe2\x9c\x88\xef\xb8\x8fORF\xe2\x9c\x88\xef\xb8\x8fMCO\xe2\x9c\x88\xef\xb8\x8fDCA",15,NA,NA,NA,NA
20498246,453651123102953472,671,"en","Tulalip Washington",4,NA,NA,NA,NA
28387056,451730637083639808,2021,"en","Charlottesville VA",6,NA,NA,NA,NA
63884126,449288237219975168,181,"en","At work. Always.",4,NA,NA,NA,NA
150375989,432235752286846976,377,"en","pgh",1,NA,NA,NA,NA
114238262,432244026276720640,149,"en","Davenport IA",1,NA,NA,NA,NA
1100009022,432235378154545152,2153,"en","Durban  KwaZulu Natal",1,NA,NA,NA,NA
